PeakID (cmd=annotatePeaks.pl ./top_concordant_peaks_full-set.narrowPeak hg19 -noann)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr20-33113863-2	chr20	33113804	33113922	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	9636	NR_168137	83658		NM_014183	ENSG00000125971	DYNLRB1	BITH|BLP|DNCL2A|DNLC2A|ROBLD1	dynein light chain roadblock-type 1	protein-coding
Merged-chr11-59474514-2	chr11	59474449	59474579	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	6804	NM_001005324	390201		NM_001005324	ENSG00000172289	OR10V1	OR11-256	olfactory receptor family 10 subfamily V member 1	protein-coding
Merged-chr4-5039929-2	chr4	5039850	5040009	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-13278	NM_001306082	55351		NM_018401	ENSG00000152953	STK32B	HSA250839|STK32|STKG6|YANK2	serine/threonine kinase 32B	protein-coding
Merged-chr5-33855043-2	chr5	33854959	33855128	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	37052	NM_001324512	81792		NM_030955	ENSG00000151388	ADAMTS12	PRO4389	ADAM metallopeptidase with thrombospondin type 1 motif 12	protein-coding
Merged-chr8-38517735-2	chr8	38517649	38517821	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-58960	NR_003129	286140		NR_003129		RNF5P1	-	ring finger protein 5 pseudogene 1	pseudo
Merged-chr2-54799464-2	chr2	54799405	54799523	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	13933	NM_178313	6711		NM_003128	ENSG00000115306	SPTBN1	DDISBA|ELF|HEL102|SPTB2|betaSpII	spectrin beta, non-erythrocytic 1	protein-coding
Merged-chr1-110518602-2	chr1	110518532	110518673	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-8785	NM_006621	10768		NM_006621	ENSG00000168710	AHCYL1	DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA	adenosylhomocysteinase like 1	protein-coding
Merged-chr20-49292729-2	chr20	49292646	49292813	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	15350	NM_001290268	140876		NM_080829	ENSG00000042062	RIPOR3	C20orf175|C20orf176|FAM65C	RIPOR family member 3	protein-coding
Merged-chr17-6410258-2	chr17	6410200	6410317	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	49617	NM_031220	83394		NM_031220	ENSG00000091622	PITPNM3	ACKR6|CORD5|NIR1|RDGBA3	PITPNM family member 3	protein-coding
Merged-chr17-45940578-2	chr17	45940517	45940640	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-7515	NM_199262	80320		NM_199262	ENSG00000189120	SP6	AI1K|EPFN|EPIPROFIN|KLF14	Sp6 transcription factor	protein-coding
Merged-chr12-46888392-2	chr12	46888305	46888479	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	110502	NR_125381	100288798		NR_125377		SLC38A4-AS1	-	SLC38A4 antisense RNA 1	ncRNA
Merged-chr2-62805310-2	chr2	62805257	62805364	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-71980	NM_198276	200728		NM_198276	ENSG00000186889	TMEM17	-	transmembrane protein 17	protein-coding
Merged-chr15-45492941-2	chr15	45492890	45492993	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	373	NM_138356	90525		NM_138356	ENSG00000138606	SHF	-	Src homology 2 domain containing F	protein-coding
Merged-chr10-65389471-2	chr10	65389412	65389530	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-107821	NM_001318154	221037		NM_004241	ENSG00000171988	JMJD1C	KDM3C|TRIP-8|TRIP8	jumonji domain containing 1C	protein-coding
Merged-chr18-53374279-2	chr18	53374199	53374359	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-71091	NM_001243226	6925		NM_003199	ENSG00000196628	TCF4	CDG2T|E2-2|FCD2|FECD3|ITF-2|ITF2|PTHS|SEF-2|SEF2|SEF2-1|SEF2-1A|SEF2-1B|SEF2-1D|TCF-4|bHLHb19	transcription factor 4	protein-coding
Merged-chr3-168830125-2	chr3	168830067	168830184	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	33186	NM_001366472	2122		NM_004991	ENSG00000085276	MECOM	AML1-EVI-1|EVI1|KMT8E|MDS1|MDS1-EVI1|PRDM3|RUSAT2	MDS1 and EVI1 complex locus	protein-coding
Merged-chr6-27130010-2	chr6	27129944	27130076	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	14605	NR_036096	100422934		NR_036096	ENSG00000265565	MIR3143	mir-3143	microRNA 3143	ncRNA
Merged-chr6-26987935-2	chr6	26987850	26988021	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	150	NR_026776	100270746		NR_026776		LARRPM	-	LINC00240 antisense RNA regulating promoter methylation	ncRNA
Merged-chr4-85965174-2	chr4	85965115	85965234	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	76537	NR_152782	404201		NM_205857	ENSG00000180769	WDFY3-AS2	C4orf12|FBI4|NCRNA00247	WDFY3 antisense RNA 2	ncRNA
Merged-chr1-228759474-2	chr1	228759416	228759533	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	58	NR_023365	100169754		NR_023365	ENSG00000199337	RNA5S3	RN5S3	RNA, 5S ribosomal 3	rRNA
Merged-chr11-59318658-2	chr11	59318588	59318728	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	36272	NM_001004711	390199		NM_001004711	ENSG00000172742	OR4D9	OR11-253	olfactory receptor family 4 subfamily D member 9	protein-coding
Merged-chr6-140074747-2	chr6	140074688	140074806	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-17463	NR_038399	100132735		NR_038399	ENSG00000231426	FILNC1	-	FOXO induced long non-coding RNA 1	ncRNA
Merged-chr15-42236734-2	chr15	42236645	42236823	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	23119	NR_120332	101928363		NR_120332	ENSG00000259883	EHD4-AS1	-	EHD4 antisense RNA 1	ncRNA
Merged-chr1-151961102-2	chr1	151961029	151961176	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	5233	NM_002966	6281		NM_002966	ENSG00000197747	S100A10	42C|ANX2L|ANX2LG|CAL1L|CLP11|Ca[1]|GP11|P11|p10	S100 calcium binding protein A10	protein-coding
Merged-chr16-69564710-2	chr16	69564615	69564806	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	35061	NR_031719	100302119		NR_031719	ENSG00000223109	MIR1538	MIRN1538|hsa-mir-1538	microRNA 1538	ncRNA
Merged-chr2-225350195-2	chr2	225350122	225350269	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-83371	NM_001122779	79843		NM_024785	ENSG00000124019	FAM124B	-	family with sequence similarity 124 member B	protein-coding
Merged-chr10-68507404-2	chr10	68507341	68507468	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-178390	NM_178011	347731		NM_178011	ENSG00000198739	LRRTM3	-	leucine rich repeat transmembrane neuronal 3	protein-coding
Merged-chr8-59742925-2	chr8	59742835	59743015	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-170513	NM_003580	8439		NM_003580	ENSG00000035681	NSMAF	FAN|GRAMD5	neutral sphingomyelinase activation associated factor	protein-coding
Merged-chr5-66502949-2	chr5	66502896	66503003	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-10322	NM_005582	4064		NM_005582	ENSG00000134061	CD180	LY64|Ly78|RP105	CD180 molecule	protein-coding
Merged-chr8-124645195-2	chr8	124645143	124645248	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	20846	NM_001081675	340359		NM_001081675	ENSG00000175946	KLHL38	C8ORFK36	kelch like family member 38	protein-coding
Merged-chr8-118953242-2	chr8	118953170	118953314	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-20090	NR_145799	109623457		NR_145799		SNORD168	-	small nucleolar RNA, C/D box 168	snoRNA
Merged-chr2-28022305-2	chr2	28022226	28022385	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	27719	NM_004891	9553		NM_004891	ENSG00000243147	MRPL33	C2orf1|L33mt|MRP-L33|RPL33L|bL33m	mitochondrial ribosomal protein L33	protein-coding
Merged-chr3-4763369-2	chr3	4763315	4763423	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	29905	NR_004428	100126791		NR_004428	ENSG00000235947	EGOT	EGO|NCRNA00190	eosinophil granule ontogeny transcript	ncRNA
Merged-chr6-52408922-2	chr6	52408871	52408973	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	32936	NM_012288	9697		NM_012288	ENSG00000065308	TRAM2	-	translocation associated membrane protein 2	protein-coding
Merged-chr10-95506834-2	chr10	95506770	95506899	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-10732	NM_001308276	9211		NM_005097	ENSG00000108231	LGI1	ADLTE|ADPAEF|ADPEAF|EPITEMPIN|EPT|ETL1|IB1099	leucine rich glioma inactivated 1	protein-coding
Merged-chr3-57960781-2	chr3	57960731	57960832	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-33368	NM_001164318	2317		NM_001457	ENSG00000136068	FLNB	ABP-278|ABP-280|AOI|FH1|FLN-B|FLN1L|LRS1|SCT|TABP|TAP	filamin B	protein-coding
Merged-chr8-41093269-2	chr8	41093211	41093327	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	35393	NR_049801	100847068		NR_049801	ENSG00000263372	MIR548AO	-	microRNA 548ao	ncRNA
Merged-chr13-106803849-2	chr13	106803796	106803903	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-225063	NR_163477	728192		NR_034119	ENSG00000233532	LINC00460	-	long intergenic non-protein coding RNA 460	ncRNA
Merged-chr9-96929020-2	chr9	96928963	96929078	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-9219	NR_029476	406881		NR_029476	ENSG00000199165	MIRLET7A1	LET7A1|MIRNLET7A1|let-7a-1	microRNA let-7a-1	ncRNA
Merged-chr14-23083274-2	chr14	23083179	23083370	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	16127	NM_022060	63874		NM_022060	ENSG00000100439	ABHD4	ABH4	abhydrolase domain containing 4, N-acyl phospholipase B	protein-coding
Merged-chr6-145218903-2	chr6	145218810	145218996	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	314619	NM_001375323	7402		NM_007124	ENSG00000152818	UTRN	DMDL|DRP|DRP1	utrophin	protein-coding
Merged-chr3-189655538-2	chr3	189655457	189655619	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	107827	NR_030642	100126340		NR_030642	ENSG00000216058	MIR944	MIRN944|hsa-mir-944|mir-944	microRNA 944	ncRNA
Merged-chr17-38673149-2	chr17	38673072	38673226	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-15274	NM_032865	84951		NM_032865	ENSG00000131746	TNS4	CTEN|PP14434	tensin 4	protein-coding
Merged-chr6-41549384-2	chr6	41549318	41549450	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-17077	NR_039784	100616178		NR_039784	ENSG00000266494	MIR4641	-	microRNA 4641	ncRNA
Merged-chrX-80020890-2	chrX	80020819	80020961	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	44486	NM_153252	254065		NM_153252	ENSG00000165288	BRWD3	BRODL|MRX93|XLID93	bromodomain and WD repeat domain containing 3	protein-coding
Merged-chr16-84885048-2	chr16	84884956	84885140	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	31457	NM_031476	83716		NM_031476	ENSG00000103196	CRISPLD2	CRISP11|LCRISP2|LGL1	cysteine rich secretory protein LCCL domain containing 2	protein-coding
Merged-chr9-137494695-2	chr9	137494638	137494752	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-38954	NM_000093	1289		NM_000093	ENSG00000130635	COL5A1	EDSC|EDSCL1|FMDMF	collagen type V alpha 1 chain	protein-coding
Merged-chr6-43553007-2	chr6	43552954	43553061	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	9085	NM_006502	5429		NM_006502	ENSG00000170734	POLH	RAD30|RAD30A|XP-V|XPV	DNA polymerase eta	protein-coding
Merged-chr7-94210101-2	chr7	94210029	94210173	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	70980	NM_022900	64921		NM_022900	ENSG00000127995	CASD1	C7orf12|Cas1|NBLA04196|SOAT	CAS1 domain containing 1	protein-coding
Merged-chr19-2491607-2	chr19	2491535	2491679	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	15482	NM_015675	4616		NM_015675	ENSG00000099860	GADD45B	GADD45BETA|MYD118	growth arrest and DNA damage inducible beta	protein-coding
Merged-chr1-244090352-2	chr1	244090277	244090428	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	9648	NR_033883	339529		NR_033883	ENSG00000226828	LINC02774	-	long intergenic non-protein coding RNA 2774	ncRNA
Merged-chr9-114908338-2	chr9	114908281	114908396	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	29239	NM_001282640	64420		NM_022486	ENSG00000106868	SUSD1	-	sushi domain containing 1	protein-coding
Merged-chr7-73309421-2	chr7	73309340	73309503	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	33932	NM_182504	135886		NM_182504	ENSG00000175877	TMEM270	WBSCR28	transmembrane protein 270	protein-coding
Merged-chr5-143039320-2	chr5	143039261	143039379	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-20105	NR_049829	100846991		NR_049829	ENSG00000266478	MIR5197	-	microRNA 5197	ncRNA
Merged-chr11-60920995-2	chr11	60920897	60921094	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	7903	NM_017966	55048		NM_017966	ENSG00000167987	VPS37C	-	VPS37C subunit of ESCRT-I	protein-coding
Merged-chr7-83153851-2	chr7	83153764	83153939	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	116896	NM_001178129	9723		NM_012431	ENSG00000170381	SEMA3E	M-SEMAH|M-SemaK|SEMAH|coll-5	semaphorin 3E	protein-coding
Merged-chr15-26020750-2	chr15	26020696	26020805	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	73222	NR_039865	100616474		NR_039865	ENSG00000266517	MIR4715	-	microRNA 4715	ncRNA
Merged-chr13-97980635-2	chr13	97980581	97980690	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-105788	NM_021033	5911		NM_021033	ENSG00000125249	RAP2A	K-REV|KREV|RAP2|RbBP-30	RAP2A, member of RAS oncogene family	protein-coding
Merged-chr3-99988755-2	chr3	99988692	99988818	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	8919	NM_001199198	55773		NM_018309	ENSG00000036054	TBC1D23	NS4ATP1|PCH11	TBC1 domain family member 23	protein-coding
Merged-chr14-73373246-2	chr14	73373196	73373297	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-12422	NM_001280542	8110		NM_012074	ENSG00000205683	DPF3	BAF45C|CERD4|SMARCG3	double PHD fingers 3	protein-coding
Merged-chr1-144538130-2	chr1	144538037	144538224	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-46525	NR_104073	101954264		NR_104073	ENSG00000277610	RNVU1-4	RNU1-102|RNU1-50|RNVU1-5|vU1.4|vU1.5	RNA, variant U1 small nuclear 4	snRNA
Merged-chr16-27773861-2	chr16	27773763	27773959	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-43511	NR_147898	100128079		NR_147898		LOC100128079	-	uncharacterized LOC100128079	ncRNA
Merged-chr12-125412494-2	chr12	125412438	125412551	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	12401	NR_049820	100847004		NR_049820	ENSG00000265345	MIR5188	mir-5188	microRNA 5188	ncRNA
Merged-chr17-39216703-2	chr17	39216640	39216766	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-337	NM_001165252	730755		NM_001165252	ENSG00000212724	KRTAP2-3	KAP2.3|KAP2.4|KRTAP2-4|KRTAP2.3|KRTAP2.4	keratin associated protein 2-3	protein-coding
Merged-chr1-94167304-2	chr1	94167229	94167380	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	-19911	NM_003567	8412		NM_003567	ENSG00000137936	BCAR3	AND-34|MIG7|NSP2|SH2D3B	BCAR3 adaptor protein, NSP family member	protein-coding
Merged-chr1-27326088-2	chr1	27326006	27326170	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	5905	NM_001013642	388610		NM_001013642	ENSG00000253368	TRNP1	C1orf225|TNRP|TRNP	TMF1 regulated nuclear protein 1	protein-coding
Merged-chr1-92077158-2	chr1	92077091	92077225	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	110493	NM_001134420	8317		NM_003503	ENSG00000097046	CDC7	CDC7L1|HsCDC7|Hsk1|huCDC7	cell division cycle 7	protein-coding
Merged-chr5-159731870-2	chr5	159731794	159731947	+	0.0	/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_1_peaks.narrowPeak|/home/jovyan/shared/course/mcb201b-shared/chip/alignment_assist/taz_2_peaks.narrowPeak	NA	NA	7701	NM_001308173	79616		NM_024565	ENSG00000135083	CCNJL	-	cyclin J like	protein-coding
